Unique ID,State/UT,District,Disease/Illness,No. of Cases,No. of Deaths,Date of Start of Outbreak,Date of Reporting,Current Status,Comments/Action Taken,Week
PB/MOG/2024/29/1624,Punjab,Moga,Acute Diarrheal Disease,34,0,15-07-2024,18-07-2024,Under Surveillance,"Cases from Ward no. 25, Moga. 12 of 18 water samples unfit.",Week 29
PB/PTL/2024/29/1625,Punjab,Patiala,Acute Diarrheal Disease,34,0,15-07-2024,17-07-2024,Under Surveillance,Cases from Village Jhill. Stool no pathogenic growth. Water samples unfit.,Week 29
PB/PTL/2024/29/1626,Punjab,Patiala,Acute Diarrheal Disease,68,0,13-07-2024,15-07-2024,Under Surveillance,"Cases from Ward no. 15, Sub-District Patran. Stool no pathogenic growth. Water samples unfit.",Week 29
RJ/SKR/2024/29/1627,Rajasthan,Sikar,Hepatitis A,12,0,12-07-2024,15-07-2024,Under Control,Cases from UPHC Salaser. 5 of 7 blood samples positive for Hepatitis A IgM. 1 water sample unsatisfactory.,Week 29
TN/CDL/2024/29/1628,Tamil Nadu,Cuddalore,Acute Diarrheal Disease,151,0,13-07-2024,15-07-2024,Under Control,Cases from Village Pazhanallur. Stool no pathogenic growth. Both water samples unfit (Coliforms detected).,Week 29
TN/SGG/2024/29/1629,Tamil Nadu,Sivaganga,Jaundice,12,0,15-07-2024,16-07-2024,Under Surveillance,Cases from Village Nadumangudi. Yellowish discoloration. 4 of 6 water samples unfit.,Week 29
TN/TRC/2024/29/1630,Tamil Nadu,Tiruchirappalli,Dengue,15,0,16-07-2024,17-07-2024,Under Control,Cases from Village Therku Anjalkaranaptti. 6 of 9 blood samples positive for Dengue NS1 by ELISA.,Week 29
TP/NTP/2024/29/1631,Tripura,North Tripura,Acute Diarrheal Disease,74,0,15-07-2024,15-07-2024,Under Control,Cases from Village Saraspur GP. Stool no pathogenic growth. Water and food samples fit.,Week 29
UP/FRK/2024/29/1632,Uttar Pradesh,Farrukhabad,Food Poisoning,34,0,20-07-2024,21-07-2024,Under Surveillance,Cases from Village Jasmai. After school lunch. Symptomatic treatment.,Week 29
UP/LCK/2024/29/1633,Uttar Pradesh,Lucknow,Cholera,25,0,16-07-2024,18-07-2024,Under Control,Cases from Village Gajvariyayayan Khedda. 5 of 6 stool samples positive for Vibrio cholera.,Week 29
UP/SVT/2024/29/1634,Uttar Pradesh,Shravasti,Food Poisoning,11,3,13-07-2024,20-07-2024,Under Control,"Cases from Village Rampur. After food in Village fair. 2 water samples unfit. 3 deaths: 4M (14-07), 11F (15-07), 53F (18-07).",Week 29
UK/NAN/2024/29/1635,Uttarakhand,Nainital,Mumps,11,0,16-07-2024,17-07-2024,Under Control,Cases from Village Naina Range. Fever and neck swelling. Symptomatic treatment.,Week 29
UK/PGR/2024/29/1636,Uttarakhand,Pauri Garhwal,Mushroom Poisoning,9,0,20-07-2024,20-07-2024,Under Control,Cases from Village Farsadi. After wild mushroom consumption. Nausea and vomiting. Symptomatic treatment.,Week 29
WB/BRB/2024/29/1637,West Bengal,Birbhum,Acute Diarrheal Disease,34,0,15-07-2024,16-07-2024,Under Control,Cases from Village Harioka. Both water samples fit.,Week 29
GJ/BKT/2024/29/1638,Gujarat,Banaskantha (Multiple Districts),Acute Encephalitic Syndrome,84,41,09-07-2024,,Under Surveillance,"Cases from multiple Gujarat districts. 24 of 82 samples positive for CHPV by RT-PCR/Antibody. 41 deaths (age 1-15 years), 12 CHPV positive. Malathion dusting done. Late report.",Week 29
AP/BPA/2024/30/1639,Andhra Pradesh,Bapatla,Typhoid,38,0,18-07-2024,22-07-2024,Under Control,"Cases from PHC Bhattiprolu, Village Thathavaripalem. 16/38 samples positive for Typhoid by Widal, 2 for Dengue NS1. Water samples bacteriologically satisfactory. District RRT investigated. Community awareness given.",week 30
AP/TPT/2024/30/1640,Andhra Pradesh,Tirupati,Cholera,13,0,12-07-2024,24-07-2024,Under Control,"Cases from PHC Pichatur, Village Neervoy. Diarrhea due to contaminated water. 1/2 stool samples positive for Vibrio cholerae on culture. District RRT investigated. Community awareness given.",week 30
AS/BGN/2024/30/1641,Assam,Bongaigaon,Japanese Encephalitis,1,1,24-07-2024,25-07-2024,Under Control,"Cases from Bongaigaon BPHC, Village Kharija Dolaigaon. CSF positive for JE IgM by ELISA. Death of 65-year-old female. District RRT investigated.",week 30
AS/DRN/2024/30/1642,Assam,Darrang,Japanese Encephalitis,1,1,11-07-2024,24-07-2024,Under Control,"Village Athkuripara, HWC Ghilakuri. Serum positive for JE IgM by ELISA. Death of 81-year-old female on 21-07-2024.",week 30
AS/DRN/2024/30/1643,Assam,Darrang,Japanese Encephalitis,1,1,17-07-2024,22-07-2024,Under Control,"Village Buhra, HWC Buhra. CSF positive for JE IgM. Death of 78-year-old female on 25-07-2024.",week 30
AS/GPL/2024/30/1644,Assam,Goalpara,Japanese Encephalitis,1,1,19-07-2024,24-07-2024,Under Control,"Jurigaon Village, Balijana Sub-District. CSF positive for JE IgM. Death of 11-year-old male due to acute-meningo encephalitis at GMCH.",week 30
AS/GPL/2024/30/1645,Assam,Goalpara,Japanese Encephalitis,1,1,22-07-2024,23-07-2024,Under Control,"Hajaripara Village, Dudhnoi Sub-District. CSF positive for JE IgM. Death of 44-year-old male.",week 30
AS/KAG/2024/30/1646,Assam,Karbi Anglong,Acute Encephalitic Syndrome,1,1,24-07-2024,24-07-2024,Under Control,"Rong Bong Pathar, Mohongdijua SHC. Blood and CSF positive for JE IgM. Death of 10-year-old female at DMCH.",week 30
AS/KAG/2024/30/1647,Assam,Karbi Anglong,Acute Encephalitic Syndrome,1,1,22-07-2024,22-07-2024,Under Control,"Tisso gaon, Dengaon, Howraghat BPHC. Blood sample positive for JE IgM. Death of 9-year-old male.",week 30
AS/KOJ/2024/30/1648,Assam,Kokrajhar,Japanese Encephalitis,1,1,26-07-2024,28-07-2024,Under Surveillance,"Sudempuri Encroachment Area, Balajan BPHC. CSF positive for JE IgM. Death of 5-year-old female.",week 30
AS/KOJ/2024/30/1649,Assam,Kokrajhar,Leptospirosis,1,1,25-07-2024,26-07-2024,Under Surveillance,Santinagar Rajapara Pt II Village. Blood/serum positive for Leptospirosis IgM. Death of 10-year-old female on 25-07-2024 at GMCH.,week 30
BH/BHP/2024/30/1650,Bihar,Bhojpur,Measles,10,0,26-07-2024,26-07-2024,Under Surveillance,"PHC Koilwar, Village Jogta. Age group 1-9 years. 3/5 samples positive for Measles IgM. Vitamin A given. District RRT investigated.",week 30
BH/GYA/2024/30/1651,Bihar,Gaya,Acute Diarrheal Disease,56,2,21-07-2024,22-07-2024,Under Control,"CHC Atri, Village Narawat. Loose stools, vomiting. 2 deaths due to dehydration (5-year and 8-year female children). District RRT investigated.",week 30
BH/GPL/2024/30/1652,Bihar,Gopalganj,Measles,1,0,25-07-2024,27-07-2024,Under Surveillance,"CHC Manjha, Village Dewapur Mathia. Age 4-21 years. 1/2 samples positive for Measles IgM. Vitamin A given.",week 30
BH/JHE/2024/30/1653,Bihar,Jehanabad,Acute Diarrheal Disease,25,1,21-07-2024,22-07-2024,Under Control,"Village Hasanpur, Sub-District Makhdumpur. Stool samples showed no pathogenic organism. Death of 6-year-old female due to dehydration.",week 30
BH/PCM/2024/30/1654,Bihar,Purbi Champaran,Measles,2,0,22-07-2024,24-07-2024,Under Surveillance,"CHC Ghorasahan, Village Kadamwa. Age 5-14 years. 2/5 samples positive for Measles IgM. Vitamin A given.",week 30
CT/BOB/2024/30/1655,Chhattisgarh,Baloda Bazar,Acute Gastroenteritis,59,0,23-07-2024,24-07-2024,Under Control,"Health Facility Bitkuli, Village Pathariya, Sub-District Bhatapara. Water samples positive for Klebsiella. District RRT investigated.",week 30
CT/BMT/2024/30/1656,Chhattisgarh,Bemetara,Acute Diarrheal Disease,60,0,22-07-2024,24-07-2024,Under Control,"PHC Devkar, Village Jano. Most affected age 21-40 years. Possible contaminated borewell water. District RRT investigated.",week 30
CT/BJP/2024/30/1657,Chhattisgarh,Bijapur,Rubella,2,0,25-07-2024,25-07-2024,Under Control,"Health Facility Cherpal, Village Todka-Metapal. 2/10 blood samples positive for Rubella IgM. District RRT investigated.",week 30
CT/DRG/2024/30/1658,Chhattisgarh,Durg,Acute Diarrheal Disease,130,0,21-07-2024,26-07-2024,Under Surveillance,"DH Durg, Village Medesara. All 10 water samples showed E.coli. Contaminated water suspected. District RRT investigated.",week 30
CT/JNJ/2024/30/1659,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,18,0,24-07-2024,25-07-2024,Under Control,"Health Facility Paharia, Village Pahariya. All age groups. Possible contaminated water. District RRT investigated.",week 30
CT/JNJ/2024/30/1660,Chhattisgarh,Janjgir-Champa,Acute Diarrheal Disease,26,0,20-07-2024,24-07-2024,Under Control,"Village Choriya, Sub-District Saragaon. All age groups. District RRT investigated.",week 30
CT/KBD/2024/30/1661,Chhattisgarh,Kabirdham,Acute Diarrheal Disease,21,0,23-07-2024,24-07-2024,Under Control,"Health Facility Bhimbhori, Village Ranidahara. Age 14-65 years. Possible contaminated water. District RRT investigated.",week 30
CT/KOB/2024/30/1662,Chhattisgarh,Korba,Malaria,23,0,19-07-2024,25-07-2024,Under Control,"Health Facility Lemaru, Village Pendradih. 23/29 positive for Malaria (PF 21, Mixed 2). Fogging and source reduction done.",week 30
CT/KOB/2024/30/1663,Chhattisgarh,Korba,Malaria,67,0,19-07-2024,25-07-2024,Under Control,"Health Facility Lemaru, Village Rapta. 67/237 positive for Malaria (PV 1, PF 61, Mixed 5). Fogging done.",week 30
CT/KOB/2024/30/1664,Chhattisgarh,Korba,Malaria,42,0,19-07-2024,25-07-2024,Under Control,"Health Facility Lemaru, Village Bimalta. 42/248 positive for Malaria (PV 1, PF 39, Mixed 2). Fogging done.",week 30
CT/MSM/2024/30/1665,Chhattisgarh,Mahasamund,Acute Diarrheal Disease,84,0,22-07-2024,25-07-2024,Under Control,"Village Bilkhand, Sub-District Basna. 2 water samples showed Salmonella typhi. Possible contaminated water.",week 30
CT/RIP/2024/30/1666,Chhattisgarh,Raipur,Acute Diarrheal Disease,27,0,23-07-2024,23-07-2024,Under Control,"CHC Tilda, Village Kundru. 4 water samples showed Salmonella typhi, 3 showed Coliform. Possible contaminated water.",week 30
CT/SBH/2024/30/1667,Chhattisgarh,Sarangarh Bilaigarh,Acute Diarrheal Disease,14,0,25-07-2024,26-07-2024,Under Control,"Health Facility Godam, Village Godam. Age 7-61 years. Possible contaminated water.",week 30
CT/SUG/2024/30/1668,Chhattisgarh,Surguja,Malaria,33,0,23-07-2024,24-07-2024,Under Control,"Health Facility Kedma, Village Khujhi. 33 positive for Malaria (PV 1, PF 31, Mixed 1) by microscopy. Health camp organized.",week 30
GJ/TPI/2024/30/1669,Gujarat,Tapi,Acute Diarrheal Disease,8,0,25-07-2024,25-07-2024,Under Control,"PHC Kukarmunda, Village Zaribeda. Age 8 months-61 years. District RRT investigated.",week 30
GJ/VLS/2024/30/1670,Gujarat,Valsad,Acute Diarrheal Disease,7,0,27-07-2024,27-07-2024,Under Control,"Health Facility Fansa Kalgam, Village Sarigam. Age 5-40 years. 1 water sample showed E.coli. District RRT investigated.",week 30
HP/SIM/2024/30/1671,Himachal Pradesh,Sirmaur,Dengue,156,0,08-07-2024,27-07-2024,Under Surveillance,"Shambuwala PHC, Village Amarpur, Sub-District Nahan. 12 positive for Dengue IgM, 144 for Dengue NS1 Ag. District RRT investigated.",week 30
JK/ANT/2024/30/1672,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,22,0,25-07-2024,27-07-2024,Under Control,"NTPHC Hiller, Village Hergoy Hiller. Age 20-86 years. Both water samples unsatisfactory. Contaminated drinking water suspected.",week 30
JK/ANT/2024/30/1673,Jammu and Kashmir,Anantnag,Acute Diarrheal Disease,20,0,26-07-2024,26-07-2024,Under Surveillance,"PHC Hakura, Village Mantipora. All 3 water samples unsatisfactory. District RRT investigated.",week 30
JK/BNP/2024/30/1674,Jammu and Kashmir,Bandipora,Chickenpox,59,0,23-07-2024,23-07-2024,Under Surveillance,"School Baduaab Tulail, Block Gurez. Age 2-18 years. Clinically diagnosed. District RRT investigated.",week 30
JK/GND/2024/30/1675,Jammu and Kashmir,Ganderbal,Acute Diarrheal Disease,19,0,20-07-2024,22-07-2024,Under Surveillance,GUND Village Haknar. All 4 water samples unfit for consumption. Stool samples negative for entero-pathogens.,week 30
JK/KUL/2024/30/1676,Jammu and Kashmir,Kulgam,Acute Diarrheal Disease,23,0,21-07-2024,22-07-2024,Under Surveillance,"Village Kewa, Block Qazigund. Age 1-70 years. All water samples unfit for drinking. Contaminated water suspected.",week 30
JK/PUL/2024/30/1677,Jammu and Kashmir,Pulwama,Food Poisoning,208,0,25-07-2024,25-07-2024,Under Control,"Village Hariparigam, Block Tral. Loose stools after social gathering. All stool and water samples negative. District RRT investigated.",week 30
JH/DEO/2024/30/1678,Jharkhand,Deoghar,Food Poisoning,11,0,24-07-2024,24-07-2024,Under Control,Deoghar Sadar Hospital. Cases after consuming food from common place during mela. Age 18-60 years. District RRT investigated.,week 30
JH/DMK/2024/30/1679,Jharkhand,Dumka,Acute Diarrheal Disease,9,0,23-07-2024,24-07-2024,Under Surveillance,"Village Golbandha, Sub-District Masalia. Age 5-45 years. Water sample non-potable. Contaminated water suspected.",week 30
JH/ESB/2024/30/1680,Jharkhand,East Singhbum,Malaria,49,0,26-07-2024,26-07-2024,Under Surveillance,"Village Chekam, Sub-District Ghatshila. 49/56 positive for P. falciparum and P. vivax by RDT. Anti-malarial treatment given.",week 30
JH/GRW/2024/30/1681,Jharkhand,Garhwa,Acute Diarrheal Disease,72,0,24-07-2024,24-07-2024,Under Surveillance,"Village Mokhapi, Sub-District Kandi. Age 3-85 years. Contaminated hand pump water suspected.",week 30
JH/SBG/2024/30/1682,Jharkhand,Sahebganj,Acute Diarrheal Disease,31,0,14-07-2024,24-07-2024,Under Control,"CHC Barhait, Villages Gopladih and Rohara. Age 1-70 years. District RRT investigated.",week 30
JH/WSG/2024/30/1683,Jharkhand,West Singhbhum,Food Poisoning,8,0,25-07-2024,26-07-2024,Under Control,"Village Narsanda, Sub-District Chaibasa. Abdominal pain, vomiting after eating mushrooms. Age 16-60 years. District RRT investigated.",week 30
KN/YDG/2024/30/1684,Karnataka,Yadgir,Acute Diarrheal Disease,27,0,25-07-2024,26-07-2024,Under Control,"HWC Borabanda, PHC Kandkur, Village Budur. 4/8 water samples NSPP. Stool samples negative on culture.",week 30
KL/ERN/2024/30/1685,Kerala,Ernakulam,ARI-Influenza Like Illness,19,0,23-07-2024,24-07-2024,Under Control,School under UPHC Ponnurunni. Age 6-9 years. Nasopharyngeal swabs negative for ARI viral panel. District RRT investigated.,week 30
KL/IDK/2024/30/1686,Kerala,Idukki,Mumps,15,0,19-07-2024,25-07-2024,Under Control,School under CHC Karunapuram. Age 5-7 years. All cases fully immunized. Clinically diagnosed. Outreach immunization conducted.,week 30
KL/KOZ/2024/30/1687,Kerala,Kozhikode,Hepatitis A,29,0,23-07-2024,24-07-2024,Under Surveillance,"CHC Mukkom, Village Neeleswaram. Age 11-19 years. All 5 blood samples positive for Hepatitis A IgM. 1 hospitalized.",week 30
KL/MLP/2024/30/1688,Kerala,Malappuram,Hepatitis A,59,0,26-07-2024,26-07-2024,Under Surveillance,"School under HWC Aroor, Village Pulikkal. Age 6-12 years. Both samples positive for Hepatitis A IgM. Water samples NSPP.",week 30
KL/MLP/2024/30/1689,Kerala,Malappuram,Nipah Virus,1,1,20-07-2024,22-07-2024,Under Surveillance,"PHC Pandikkad, Village Pandikkad. 14-year-old male. 1/217 samples positive for Nipah by RTPCR. Death on 21-07-2024 at GMC Kozhikode.",week 30
KL/WYN/2024/30/1690,Kerala,Wayanad,Acute Gastroenteritis,223,0,27-07-2024,28-07-2024,Under Surveillance,"FHC Edavaka. Fever, diarrhea, vomiting, abdominal pain. Water positive for Coliform. District RRT investigated.",week 30
KL/WYN/2024/30/1691,Kerala,Wayanad,Mumps,23,0,25-07-2024,26-07-2024,Under Surveillance,"School under FHC Vazhavatta, Village Muttil South. Age 5-14 years. All cases not vaccinated for Mumps. Clinically diagnosed.",week 30
KL/WYN/2024/30/1692,Kerala,Wayanad,Mumps,117,0,25-07-2024,26-07-2024,Under Surveillance,"Residential school under FHC Noolpuzha, Village Noolpuzha. Age 5-17 years. 1/11 buccal swabs positive for Mumps virus.",week 30
MP/ASK/2024/30/1693,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,9,0,27-07-2024,27-07-2024,Under Control,"CHC Shadora, Village Babupur. 1 stool positive for Aeromonas punctata. Both water samples non-potable.",week 30
MP/ASK/2024/30/1694,Madhya Pradesh,Ashoknagar,Acute Diarrheal Disease,32,0,22-07-2024,23-07-2024,Under Control,"CHC Isagarh, Village Bakhtar Jagir. All age groups. Possible contaminated tube well water.",week 30
MP/BLG/2024/30/1695,Madhya Pradesh,Balaghat,Acute Diarrheal Disease,8,0,25-07-2024,26-07-2024,Under Surveillance,"PHC Kachnari, Village Mandai, Sub-District Birsa. District RRT investigated.",week 30
MP/BDW/2024/30/1696,Madhya Pradesh,Barwani,Cholera,45,0,26-07-2024,26-07-2024,Under Surveillance,"CHC Palsud, Ward 12, Sub-District Rajpur. Stool showed Vibrio cholera O1. Water non-potable.",week 30
MP/BDW/2024/30/1697,Madhya Pradesh,Barwani,Food Poisoning,52,0,19-07-2024,22-07-2024,Under Surveillance,"Ashram under CHC Niwali, Village Niwali Buzurg. Food from common kitchen. Stool showed Vibrio species. Water non-potable.",week 30
MP/BPL/2024/30/1698,Madhya Pradesh,Bhopal,Acute Diarrheal Disease,42,0,20-07-2024,23-07-2024,Under Surveillance,"PHC Nazeerabad, Village Rawatpura. 7 stool samples showed no growth. District RRT investigated.",week 30
MP/CDW/2024/30/1699,Madhya Pradesh,Chhindwara,Acute Diarrheal Disease,27,0,22-07-2024,24-07-2024,Under Surveillance,"PHC Chhindi, Village Chimtipur. Water sample potable. District RRT investigated.",week 30
MP/DWS/2024/30/1700,Madhya Pradesh,Dewas,Acute Diarrheal Disease,47,0,23-07-2024,23-07-2024,Under Surveillance,CHC Bagli. Stool negative for entero-pathogens. Water samples non-potable.,week 30
MP/DHR/2024/30/1701,Madhya Pradesh,Dhar,Acute Diarrheal Disease,26,0,22-07-2024,23-07-2024,Under Control,"CHC Dahi, Village Pithampur. Stool samples showed no growth. District RRT investigated.",week 30
MP/DIN/2024/30/1702,Madhya Pradesh,Dindori,Acute Diarrheal Disease,75,0,18-07-2024,22-07-2024,Under Surveillance,"PHC Gadasarai, Village Bijouri, Sub-District Bajag. 1 water sample unfit. District RRT investigated.",week 30
MP/DIN/2024/30/1703,Madhya Pradesh,Dindori,Acute Diarrheal Disease,71,0,11-07-2024,22-07-2024,Under Surveillance,"CHC Amarpur, Village Manori. 2 water samples unfit for drinking. District RRT investigated.",week 30
MP/GUN/2024/30/1704,Madhya Pradesh,Guna,Acute Diarrheal Disease,16,0,27-07-2024,28-07-2024,Under Surveillance,"PHC Fatehgarh, Village Paranth. 5 stool samples showed no growth. District RRT investigated.",week 30
MP/GWL/2024/30/1705,Madhya Pradesh,Gwalior,Only Fever <7 days,15,0,24-07-2024,24-07-2024,Under Control,"Ashram in Sikroda Gaon, Block Hastinapur. All 15 blood samples negative for Malaria by RDT. District RRT investigated.",week 30
MP/KTN/2024/30/1706,Madhya Pradesh,Katni,Acute Diarrheal Disease,42,0,22-07-2024,23-07-2024,Under Surveillance,"PHC Kanhwara, Sub-District Murwara. Water sample showed no growth. District RRT investigated.",week 30
MP/KAT/2024/30/1707,Madhya Pradesh,Katni,Acute Diarrheal Disease,24,3,22-07-2024,23-07-2024,Under Surveillance,"CHC Umariyapan, Village Chhota Kachhargao. 3 deaths due to dehydration (3yr/F, 35yr/F, 60yr/F). Contaminated borewell water suspected.",week 30
MP/KHR/2024/30/1708,Madhya Pradesh,Khargone,Acute Diarrheal Disease,16,0,24-07-2024,24-07-2024,Under Surveillance,"PHC Royalbeda, Village Kothbeda. Age 3-8 years. Water sample unsatisfactory. Stool negative.",week 30
MP/MND/2024/30/1709,Madhya Pradesh,Mandla,Cholera,30,0,25-07-2024,25-07-2024,Under Surveillance,"PHC Madhopur, Village Madhopur. 1/12 stool positive for V. cholerae O1 Ogawa. All 8 water samples unsatisfactory.",week 30
MP/MND/2024/30/1710,Madhya Pradesh,Mandsaur,Dengue,20,0,27-07-2024,27-07-2024,Under Surveillance,"PHC Nimbod, Village Nimbod. Age 33-47 years. 14/20 positive for Dengue NS1 Ag. Larvae found in domestic containers.",week 30
